类型,id,标签,回答id,回答点赞数,回答评论数,回答感谢数,回答观看数,回答创建时间,问题id,问题题目,问题回答数,问题关注数,评论数,创建时间
answer,14_1574824976.756,人际交往,899257075,359,145,40,237718,1574066493,280586758,室友的哪些不该看的东西被你看到了？,6610,41345,32,1528687391
answer,16_1574824976.482,健康,911703413,5,5,2,895,1574787041,32070733,通过节食/绝食瘦下来是怎样一种体验？,10588,69822,87,1436492730
answer,17_1574824976.907,历史,852240955,1208,209,155,185758,1570698738,52392095,有什么关于南京的冷知识？,333,4782,5,1478533297
answer,12_1574824976.939,上海,837566301,27516,4842,1847,2692909,1569571078,264675310,上海看不起外地人的传言是真的吗？,5397,7398,139,1514333503
answer,13_1574824976.172,农村,893847727,3522,1396,218,829043,1573706648,349216929,为什么有些人穷死都要生儿子呢？,1003,1829,40,1570248572
answer,15_1574824976.483,职场,835002467,8391,271,426,486128,1569381471,340366566,主动离职但公司给离职证明上写被辞退，该怎么办？,293,2614,47,1565696467
answer,16_1574824976.370,绿茶,873844653,867,129,77,174261,1572319188,341868387,《甄嬛传》中最绿茶的是谁？,260,1280,7,1566354203
answer,12_1574824976.16,生活,893223574,5723,35,4349,444978,1573653343,352321860,有哪些衣服不贵，但是看起来很高级？,375,16389,7,1571920224
answer,13_1574824976.63,生活,903042278,6486,4428,775,2896684,1574296324,335946791,你正在经历怎样的婚姻生活？,4814,19690,22,1563614643
answer,14_1574824976.722,心理学,482006815,18206,1340,8024,1384815,1535634264,26956872,性格缺爱，恋爱总是用力过猛怎么办？,1267,41127,163,1417906330
answer,15_1574824976.901,旅行,745077099,4364,410,2254,290169,1562829239,329003702,福建哪个地方值得去玩?,115,1607,1,1560308415
answer,16_1574824976.1,电子商务,911585761,9,0,0,4146,1574780712,31624017,这两年服装行业为什么生意变差了？,54,551,2,1435239572
answer,17_1574824976.22,北上广,833986196,1111,208,168,154089,1569299929,338929243,那些逃离北上广的人后悔吗，有过遗憾吗?,674,4836,18,1565055037
answer,12_1574824977.7,美食,804416488,1609,63,428,52798,1566889163,20055211,鸡肉怎么做才好吃？,368,24400,25,1328700428
answer,13_1574824977.833,文字,824398197,8130,84,6435,319519,1568534230,329880884,有没有十个字以内很有韵味的小短句？,695,17025,11,1560778476
answer,14_1574824977.701,软件,769693109,2031,22,1312,80034,1564560474,310110592,有哪些好用不火的软件？,696,54223,22,1548299604
answer,15_1574824977.182,皮肤,781214073,2798,318,989,710390,1565330395,325099876,做医美真的能把皮肤做好吗?,422,11448,7,1558255926
answer,16_1574824977.584,负债,910132957,1,18,1,3222,1574700161,283858900,你们都有负债吗，负债多少？,3115,7633,23,1530689009
answer,17_1574824977.5,旅行,798843161,9941,408,3400,493677,1566480886,313884246,你们都去过哪些地方旅行让你感觉很值？,901,39016,9,1551253060
answer,12_1574824977.873,影视,897519289,196,43,10,51511,1573965484,336203471,你听过国产影视剧最毁三观的台词是什么?,1097,13666,58,1563756197
answer,13_1574824977.843,淘宝网,672418681,3668,101,2358,539337,1556984571,27173185,淘宝上有哪些名气不大但质地好、价格合理（价格付给品质而非起名气）的国产衣服品牌/店铺？,619,120140,17,1419078805
answer,14_1574824977.184,健身,850506000,6343,769,380,754508,1570590126,349052465,女朋友162cm，105斤（52.5公斤），公主抱都抱不动，该怎么委婉地提醒她减肥？,11420,12160,606,1570154766
answer,15_1574824977.146,考研,728661676,2017,43,1522,97000,1561543871,20462634,考研该怎样准备呢？,998,93836,41,1346852595
answer,16_1574824977.980,军队,785980015,316,78,38,30842,1565634159,34530728,哨兵站岗的时候被调戏是种什么样的心情？,609,3986,11,1439449088
answer,12_1574824978.362,王一博,900903244,619,178,120,44531,1574159487,342907499,哪个锤让你认定博君一肖是真的?,82,175,0,1566838702
answer,13_1574824978.948,笑话,894083112,5021,655,331,1145206,1573717826,319201794,有哪些你看一次笑一次的段子？,2889,53885,62,1554665675
answer,14_1574824978.437,遗传学,875941296,51512,6282,4889,3206828,1572451302,21473838,你见过什么特殊的胎记？,7830,11195,18,1376387969
answer,15_1574824978.190,投资,900035011,5315,724,395,1182513,1574126940,318488688,如果带着一百万人民币回到1997年，你会做什么投资？,3174,5671,90,1554182392
answer,16_1574824978.342,娱乐,854670671,117,57,18,15919,1570868854,349951127,王一博被黑八天八夜是什么时候?大概内容?,36,73,0,1570670935
answer,17_1574824978.4,游戏,903708208,40,9,5,2407,1574321602,356941275,go语言适合写游戏吗？,7,26,0,1574302373
answer,12_1574824978.524,日本动漫,861218027,1405,329,139,119817,1571364177,350124534,有没有那种能让深度动画爱好者看哭的动画？,422,1406,9,1570759179
answer,13_1574824978.116,网络借贷,906557877,7,2,3,4851,1574494887,357229005,还有多少女生欠网贷的？,2,3,0,1574422499
answer,14_1574824978.666,电影,778526929,5137,103,3350,291878,1565157353,307960107,你摘抄过哪些句子？,4562,71565,12,1546568522
answer,15_1574824978.177,追求女孩,667173853,13691,3597,1874,2738596,1556520073,286214489,为什么现在的男人很少去追女人了？,4761,19066,127,1532151604
answer,16_1574824978.427,整容,834393928,11938,898,1614,4254833,1569323157,320096542,为什么整容一眼就能看出来？,946,6138,51,1555230538
answer,17_1574824978.937,阅读,904298641,1987,58,583,80981,1574348646,325465259,你读过哪些很惊艳的句子?,1722,34826,9,1558454825
answer,12_1574824978.17,视频,838602101,5766,224,278,400500,1569657748,312189209,有什么超级搞笑的视频值得分享？,156,2416,0,1550109951
answer,13_1574824978.745,主持人,771292397,9716,742,1138,3550874,1564660567,329726596,何炅什么时候会放弃谢娜？,487,1922,8,1560695470
answer,14_1574824978.456,工作,785338694,667,364,120,216439,1565599356,24135486,三十万年薪的人是怎么过日子的？,1814,9035,22,1402646726
answer,15_1574824978.672,人体,580750010,13299,430,2307,3235762,1548300665,63727821,什么样才叫好看的腿？,2623,39261,83,1502408853
answer,16_1574824978.155,文艺,790721430,21047,120,13850,553620,1565931278,334538177,有什么无关风月却仙气爆棚的短句？,671,34612,24,1562900755
answer,17_1574824978.828,交友,908662448,0,5,1,1700,1574625414,290287180,你在怎样的一瞬间认清了一个人？,15890,61416,90,1534255717
answer,12_1574824979.790,视频,709498910,2761,332,251,1055973,1560048812,327230240,有哪些令人费解（感到奇怪）的动物行为GIF或视频？为什么会这样？,95,2107,10,1559282348
answer,13_1574824979.295,生活,908075294,298,49,48,83682,1574590833,294213474,女生有男朋友之后才知道的事情有哪些？,14628,129885,96,1536648965
answer,14_1574824979.511,宾馆,902446676,146,100,44,288825,1574245554,337682106,住不隔音的宾馆有什么体会？,458,1130,2,1564447437
answer,15_1574824979.957,冷笑话,736338751,1942,67,572,354775,1562144566,57569633,有没有什么特别冷的冷笑话？,314,5624,2,1490363199
answer,16_1574824979.942,化妆品,853354786,4918,264,2248,445417,1570775359,296721599,有哪些化妆品和护肤品，你知道好用，但是用过之后才发现竟然这么好用？,3105,167844,38,1538314559
answer,17_1574824979.487,阅读,687496741,6342,101,3183,223501,1558177671,317613487,有哪些冷门而有韵味的句子？,1028,58813,9,1553613123
answer,13_1574824979.881,职场,898374170,8508,1056,586,2193682,1574008478,350577228,你们听过领导最没水平的一句话是什么？,2021,4104,12,1570981536
answer,14_1574824979.480,两性关系,898320059,7329,635,610,1361463,1574005646,313121547,什么样的男生注定单身？,1228,3884,28,1550732130
answer,17_1574824979.323,本科生,885682113,2502,82,95,210358,1573122746,353373245,如何看待中专生自称“南大提前录取，能力吊打本科生，毕业月薪两万”的言论？,676,1210,87,1572492825
answer,12_1574824979.560,电影,899126602,2941,671,261,390359,1574061631,330402365,你认为哪个演员将临死前的状态演得最好？,686,3357,14,1561043936
answer,13_1574824979.44,大学生活,876952004,16094,1618,1066,2437915,1572522383,320181991,大学宿舍里有个废人是怎样的体验？,3188,11222,93,1555294205
answer,14_1574824979.590,生活,781180870,6556,3007,893,1161724,1565328778,330291827,那些四五十岁没有生孩子的女性都怎么样了?,2683,23985,235,1561000145
answer,15_1574824979.278,健身,869936637,2007,197,205,1088380,1572008055,294365136,健身房乱吗？,2636,11985,30,1536743339
answer,16_1574824979.513,网络表情,832409003,26791,334,11380,1008813,1569168157,328505785,你有哪些骚破天际的表情包？,1235,35798,8,1560052554
answer,17_1574824979.779,小说,911103493,11,2,2,1036,1574758595,332155810,有哪些让人熬夜也要看完的言情小说?,1307,39314,13,1561712056
answer,12_1574824980.832,演员,800983305,1564,707,415,2133495,1566637958,278823464,雷佳音和佟丽娅是不是在一起了？,191,469,6,1527409239
answer,14_1574824980.429,炫耀,908474137,3885,497,174,467666,1574608486,338688699,有没有人装逼正好撞到你擅长的领域上的？,1701,9706,39,1564923405
answer,16_1574824980.991,科研,907329557,683,62,52,124007,1574552927,356327912,如何看待中南大学 92 年特聘教授齐冲冲，3 年博士期间发表 40 篇 SCI？,270,1579,22,1573992504
answer,12_1574824980.115,生活,822182239,21580,603,8381,1261765,1568342720,335825565,有没有什么惊艳的微信头像？,363,6042,6,1563546236
answer,13_1574824980.373,蚂蚁借呗,840038803,509,478,177,235559,1569765303,277206344,支付宝借呗频繁借还款对征信有影响吗？,393,3307,15,1526341837
answer,14_1574824980.94,摩羯座,872550200,67,36,31,11202,1572231020,40984522,怎么深刻的分析摩羯座？,124,1396,8,1456998792
answer,15_1574824980.928,医院,868376242,726,48,72,77736,1571902940,47451561,你知道哪些在医院「暴露人性」的故事？,5466,91111,98,1465943681
answer,16_1574824980.821,电视剧,853105424,2874,111,208,379377,1570764143,35182963,还珠3大结局为什么紫薇不跟着皇上和尔康去看小燕子？,21,167,0,1440948110
answer,17_1574824980.17,小说,868314346,24,2,0,2080,1571899885,329218369,有哪些是青春校园题材小说的烂梗？,372,2339,5,1560412736
answer,12_1574824981.161,学习,838491575,9715,206,3900,364098,1569650389,27702564,每天坚持英语学习，为什么还是学不好？,1654,154606,109,1421813030
answer,14_1574824981.762,贷款,882479135,3918,296,220,317708,1572922699,349714554,女，25岁，欠了15万网贷怎么办?,881,1849,70,1570533357
answer,15_1574824981.828,生活,833041935,12437,263,7073,1116417,1569222773,332741673,大学要背什么书包？,1036,13986,31,1561978342
answer,16_1574824981.103,签证,864671508,4431,175,289,1393403,1571637506,333446439,美国签证秒过是一种什么体验？,1733,3024,21,1562320455
answer,17_1574824981.338,香港,888794872,14705,473,861,1517440,1573359551,20586253,霍启刚为什么决定和郭晶晶结婚？,287,1381,28,1352450698
answer,12_1574824981.515,习惯,587995313,13605,328,18123,932382,1549091979,289780433,一个女生该养成哪些比较好的习惯？,558,33291,5,1533975550
answer,13_1574824981.19,法律,907857623,663,88,39,92054,1574580129,319863335,你见过的最虐心的案子是什么？,4401,64855,85,1555071277
answer,14_1574824981.68,生活,898428067,501,95,70,166910,1574013785,264918610,你见过哪些父母惊艳到你的教育方式？,6529,167716,28,1514780259
answer,16_1574824981.829,生活,859918280,7267,821,517,494720,1571269764,295424569,异性合租会不会日久生情？,3986,29895,179,1537434298
answer,17_1574824981.966,脱口秀,910035858,7,9,3,11029,1574694856,342458185,李诞的脱口秀水平如何？,10,24,0,1566622652
answer,12_1574824981.752,演员,732311258,15810,1589,1512,1488571,1561817727,326221396,一个演员的演技能让你惊艳到什么程度？,1227,12429,13,1558870520
answer,13_1574824981.374,文艺,851584639,172,5,78,20715,1570667865,334282916,有哪些一眼就惊艳到你的短句？,257,6890,0,1562756354
answer,14_1574824981.70,TFBOYS,787107866,2554,670,500,806634,1565702927,322877652,王俊凯是不是谈恋爱了？,501,752,6,1556960499
answer,15_1574824981.744,卫衣,897888429,4612,293,449,1555365,1573984203,356096402,为什么健身房有些肌肉大佬，喜欢把卫衣的帽子戴着训练？,180,600,7,1573874034
answer,16_1574824981.906,印度,866718377,125,190,13,57360,1571793987,343318391,印度有崛起的可能吗？,850,3252,24,1567046652
answer,17_1574824981.120,小说,847068741,5918,801,716,1016990,1570345374,268450915,有哪些让你感觉惊艳的名字？,104554,297980,359,1520569978
answer,12_1574824982.448,电影,852154099,6167,546,1174,615582,1570694651,22130480,剧本或者小说如何写对白？,68,3879,6,1385551913
answer,13_1574824982.948,求职,783220319,788,44,486,50180,1565455175,36795200,英国研究生毕业，在伦敦找工作难么？,16,409,0,1445589021
answer,14_1574824982.980,恋爱,781921282,1264,576,207,1051991,1565365147,293207596,你见过最渣的渣女有多渣？,10992,69568,125,1535957711
answer,17_1574824982.414,小米科技,894533176,318,53,47,62148,1573741531,265874715,你眼中小米公司最好的产品是什么？,764,5879,12,1516419686
answer,12_1574824982.752,王一博,784588573,225,98,35,53000,1565559222,62953089,有了解王一博的吗？比如他家庭，性格？,38,261,1,1501008129
answer,13_1574824982.860,情感,886047678,4096,704,404,403234,1573144214,31456916,女朋友很棒是种怎样的体验？,10395,95438,217,1434766717
answer,14_1574824982.316,江南（作家）,772900436,12374,458,1073,418645,1564764290,336984492,如何用最文雅的方法骂龙族作者江南?,231,929,12,1564109658
answer,17_1574824982.595,奇葩说 第三季（综艺）,896931533,21,11,2,11422,1573914786,353854071,怎么样才能赢得《奇葩说》第六季的冠军？,27,46,0,1572747324
answer,12_1574824983.794,电影,792372697,17618,413,10850,868777,1566040240,303835412,有哪部电影让你受益良多？,2195,93095,39,1543312413
answer,13_1574824983.739,销售,905359581,3894,290,227,592911,1574414168,34863290,女销售，被客户暗示开房怎么办？,364,1801,37,1440119365
answer,14_1574824983.741,兼职,837721607,1115,562,820,240349,1569579292,334623915,在家就能干的兼职有那些？,402,4385,9,1562933810
answer,15_1574824983.958,云计算,872159845,44,40,6,21765,1572188536,315201648,阿里云做云计算那么艰难，为什么后面其他公司都随便就拥有了云计算?,39,470,0,1552109358
answer,17_1574824983.937,血糖,813366597,234,57,33,16802,1567596589,341299672,为什么 2019 年 08 月博君一肖风波那么大？,347,1193,20,1566140662
answer,13_1574824983.896,情感,877307185,44628,3073,7723,2673130,1572557669,36829380,你和异性朋友做过最暧昧的事是什么？,10161,35969,71,1445683669
answer,15_1574824983.539,上海,892859740,6161,833,343,1060663,1573633986,329596871,上海人看不起上海大学吗？,588,912,25,1560615968
answer,16_1574824983.875,周杰伦（人物）,872613430,3567,685,418,1988441,1572233588,22280055,为什么周杰伦会喜欢昆凌?,139,575,3,1387086512
answer,17_1574824983.352,核能,902197944,13544,747,825,848611,1574236010,52584856,如果吃一小勺子核废料会怎样?,403,2281,43,1479047402
answer,13_1574824984.628,男生,897130061,2723,491,286,1229645,1573927585,267601947,某些男生可以恶心到什么程度？,8258,22081,79,1519393177
answer,14_1574824984.345,阅读,788328534,900,73,310,85027,1565776868,303137880,是什么让你开始放下手机去读书？,4689,88880,68,1542776108
answer,15_1574824984.251,CP（同人）,842164191,42,23,7,3014,1569953457,338959487,怎么看待磕bjyx这对cp的人？,384,560,2,1565063662
answer,16_1574824984.347,化妆品,786820116,2041,144,107,300625,1565688179,322146425,如何看待在专柜买口红，工作人员根本不搭理的现象？,1206,2538,20,1556464021
answer,17_1574824984.903,美国,903365096,52,23,7,15602,1574307703,289723690,中国当初研究核武器时为什么苏联和美国没有强行阻止？,102,674,4,1533948208
answer,12_1574824984.26,王一博,840045355,1388,2939,815,196602,1569765780,333056173,王一博和肖战关系到底怎么样?,1027,3445,40,1562129539
answer,15_1574824984.548,黄执中,897164377,1416,113,79,253150,1573935582,306237423,《奇葩说》黄执中和陈铭，谁更“可怕”？,212,903,3,1545196618
answer,17_1574824984.311,激光,903965189,12020,1193,572,778302,1574331711,330030256,对面楼熊孩子用激光晃我，我应该怎么处理?,429,960,27,1560861350
answer,12_1574824984.738,美食,876640115,2021,150,499,120298,1572506403,21814613,用烤箱可以做什么好吃简单便宜的美食？,412,52058,10,1381760856
answer,13_1574824984.181,心理,911624967,47,15,5,14474,1574782511,264911117,那些沦为有钱人玩具的女人是怎么想的？,2242,11333,102,1514759608
answer,14_1574824984.174,新媒体,807441243,12546,146,10238,383519,1567097062,337374854,新媒体运营工具有哪些？,162,8973,0,1564302824
answer,15_1574824984.207,故事,133205687,32781,2673,7277,2860124,1480221988,52492558,有哪些令人感觉全身发凉的脑洞故事？,1694,93026,33,1478778863
answer,16_1574824984.483,中国,824725001,13136,363,548,1029262,1568556889,340889121,出国时遇到什么事让你突然意识到中国正在复兴？,705,4485,14,1565938251
answer,17_1574824984.805,猫,894190142,1320,81,83,128780,1573722408,308567682,蓝猫的颜值可以有多高？,453,762,4,1547030641
answer,12_1574824985.765,娱乐,818914546,5635,569,549,1000496,1568077518,344276433,综艺节目都是演出来的吗？,1279,6511,56,1567550121
answer,14_1574824985.605,留学,494325638,50903,1817,36188,2255728,1537325016,269429538,哪些问题是考研前不知道考研后才知道的？,3541,160864,30,1521686617
answer,16_1574824985.163,恋爱,911853290,3,0,1,507,1574815092,357483599,怎样才会被定义为舔狗 ？,3,4,0,1574569472
answer,17_1574824985.620,职场,894106173,8,0,1,6608,1573718870,51117784,第一天入职第二天就离职是什么样的体验？,1523,3662,12,1475120404
answer,12_1574824985.682,乐华娱乐,781204159,127,92,15,84114,1565329918,335912063,王一博有喜欢的人了吗？,766,1431,18,1563600218
answer,13_1574824985.794,美女,864684243,2098,477,277,266058,1571638255,59639445,广东妹子有哪些美是其他地方的妹子所不具备的？,224,848,8,1494380821
answer,14_1574824985.945,京东,902863051,435,67,38,38903,1574265978,351817117,一把500多的户外刀跟超市五块钱买的水果刀刀刃相碰，两把刀缺口一样大能说明500的刀质量差吗？,40,55,1,1571661403
answer,16_1574824985.457,SSL,862175219,2,0,0,26,1571435763,351309499,我计划今年留学，有个哥们给我推荐了教服国际，但我不太了解，大家有知道的吗？,2,3,0,1571382492
answer,17_1574824985.411,银行,908805938,479,236,57,174682,1574644653,311893950,网上传的三不娶：教师，护士，银行女。为什么有这三个不娶的说法？,2612,10121,108,1549891173
answer,12_1574824985.130,漂亮,664315159,13895,803,3522,1431112,1556282188,266808424,你见过的有些人能漂亮到什么程度？,6514,57289,79,1517980781
answer,13_1574824985.972,茶,910188968,12,13,6,14713,1574707374,357170199,为什么茶圈这么乱？,26,39,0,1574400983
answer,14_1574824985.424,两性关系,655186500,36314,3202,6043,2377665,1555560343,311468300,有没有哪些舔狗的反击？,1518,16684,38,1549543592
answer,15_1574824985.54,租房,690325302,6949,1238,982,3632296,1558420193,307959368,有什么事是你租房以后才知道的？,3088,34173,40,1546567935
answer,16_1574824985.482,战争,912110263,3,1,1,335,1574824417,356160958,未来有哪个国家或地区可能会与中国发生战争？,329,1003,10,1573901526
answer,17_1574824985.331,调查类问题,880407742,3762,228,251,1023079,1572777248,292051367,你亲自闻过的最难闻的气味是什么？,5911,9706,45,1535285563
answer,12_1574824986.963,生活,799951088,19592,1485,1223,2093527,1566557015,313989894,有哪些妈见打的视频 ？,293,8613,10,1551323212
answer,13_1574824986.673,学习,804116827,71644,753,78360,2222551,1566875845,35103080,超强的学习能力是怎样练就的？,1090,221559,39,1440729877
answer,14_1574824986.589,女性主义,905214674,2201,223,179,391336,1574408565,355203878,如何评价李小璐这样的女人?,346,1517,13,1573395478
answer,16_1574824986.834,越南,844498873,10302,1161,820,778126,1570159623,55325998,中越边境附近的广西人如何看待越南？,180,1648,2,1486018957
answer,17_1574824986.901,英雄联盟（LoL）,902038952,7232,274,360,240537,1574230146,356521403,宝蓝为什么那么强?,167,340,17,1574089479
answer,12_1574824986.237,坚持,833439497,1100,123,362,176759,1569247088,317109780,每天坚持摸高对长高有帮助吗？,268,4720,21,1553313106
answer,13_1574824986.718,男生,813395759,2954,258,782,773199,1567598920,343651554,男生怎么样的行为是真正喜欢一个女生的而不是玩玩那种？,866,10231,28,1567185767
answer,14_1574824986.567,娱乐圈,880536298,270,29,45,20575,1572784759,336380294,王一博和肖战关系怎么样？,1045,2503,19,1563819092
answer,15_1574824986.135,耐克（Nike）,892734550,128,16,39,36326,1573628545,307625110,有没有哪些便宜的Nike鞋子？,57,451,1,1546312046
answer,16_1574824986.20,战争,908628440,1534,239,66,121410,1574618033,356160958,未来有哪个国家或地区可能会与中国发生战争？,329,1003,10,1573901526
answer,17_1574824986.465,魔道祖师（小说）,784535776,754,58,150,113357,1565546124,290057118,蓝忘机有多爱魏无羡？,513,3747,18,1534142112
answer,12_1574824987.270,生活,895060157,1290,196,88,284742,1573789099,273452444,哪一瞬间让你觉得动物真的是「通人性」的？,765,7206,23,1523852898
answer,13_1574824987.660,法律,725911350,50756,6552,9690,7174588,1561354854,319863335,你见过的最虐心的案子是什么？,4401,64855,85,1555071277
answer,14_1574824987.809,时间管理,400231019,22565,2069,9217,2975258,1527164100,52178718,25 岁做什么，可在 5 年后受益匪浅？,3943,233953,94,1477974166
answer,15_1574824987.196,整容,906566909,3,0,0,1994,1574495347,320096542,为什么整容一眼就能看出来？,946,6138,51,1555230538
answer,12_1574824987.734,电影,783942660,9789,724,535,583692,1565513377,25073509,如何评价王宝强这个演员？,224,990,5,1409580784
answer,14_1574824987.477,生活,898721531,215,16,37,12692,1574044897,349734773,真实的甘肃到底是怎样的？,70,293,0,1570541350
answer,15_1574824987.678,互联网,780178634,9614,709,462,1170515,1565258552,264262697,华为给职场带来了哪些不良风气？,1481,12648,86,1513589681
answer,16_1574824987.400,明星,770792747,12687,407,877,2423280,1564636772,57953126,什么叫演戏用力过猛？,1393,20044,28,1491138246
answer,17_1574824987.271,科研,900830764,242,64,31,30660,1574156320,356327912,如何看待中南大学 92 年特聘教授齐冲冲，3 年博士期间发表 40 篇 SCI？,270,1579,22,1573992504
answer,12_1574824987.11,心理学,813517633,47,16,7,15793,1567606779,344008408,陈情令见面会肖战回答表白方式为何会紧张？,7,18,0,1567405656
answer,13_1574824987.661,历史,888832922,11663,591,1468,1441883,1573361639,35793109,历史上有哪些仿佛开过挂的人？,951,24062,23,1442750954
answer,14_1574824987.726,离异,902758857,3142,579,230,840400,1574260859,356264670,女朋友怀孕了才知道她离过婚还有个十一岁的孩子，该怎么办？,450,776,65,1573965606
answer,15_1574824987.455,核能,904792811,9942,258,604,324312,1574392156,52584856,如果吃一小勺子核废料会怎样?,403,2281,43,1479047402
answer,16_1574824987.835,魏无羡,897229494,24,6,3,5480,1573950782,356195282,魏无羡和蓝忘机在一起之后不爱蓝忘机，蓝忘机会怎么样？,23,25,0,1573915259
answer,12_1574824988.250,手艺,880928957,7022,825,656,837871,1572824030,309417556,你在快手上见过哪些罕见的民间手艺？,66,4759,6,1547712617
answer,13_1574824988.298,生活方式,819200953,1027,8,657,69524,1568093368,278614494,有什么不错的瘦腿方法？,259,13078,8,1527253154
answer,14_1574824988.604,女生,911661978,0,1,0,740,1574784325,313230469,有哪些女生自认为好看实则很土的穿搭？,1345,7854,15,1550812182
answer,15_1574824988.892,讨厌,887402390,10520,1304,1661,712667,1573258155,311505757,你们讨厌亲戚住自己家里吗？,704,1454,21,1549588673
answer,16_1574824988.532,宿舍,809262190,47464,925,7224,1869799,1567250351,343569743,宿舍有哪些基本守则?,1076,6833,22,1567153507
answer,17_1574824988.919,主持人,877493582,2545,91,181,534039,1572574389,352647106,如何评价央视节目《主持人大赛》？,737,5280,33,1572097156
answer,12_1574824988.646,葡萄,852771227,4740,696,429,1848454,1570737755,35745990,妲己为什么没事儿就给纣王喂葡萄？,1063,5952,64,1442622333
answer,13_1574824988.246,金融,798114275,446,415,84,175517,1566443060,62114631,欠网贷怎么上岸？,271,766,7,1499395348
answer,14_1574824988.542,车辆,897167950,4178,640,222,486019,1573937064,354101153,长期不洗车对车辆影响大吗？,250,665,6,1572859855
answer,17_1574824988.306,体育,895026676,1484,165,119,130890,1573787722,355906799,如何看待里皮在国足负于叙利亚赛后宣布辞职？,2466,5229,147,1573747863
answer,12_1574824988.249,生活方式,819977976,1720,282,489,143664,1568163949,37544512,无硅油洗发水对头发有好处的说法有根据吗？,125,5331,8,1447649246
answer,13_1574824988.529,两性关系,645028107,34895,4450,9249,1773513,1554720734,314619499,有些男生为什么一点儿恋爱想法都没有？,15336,52314,417,1551719346
answer,14_1574824988.288,电子商务,888957148,4463,1218,282,914943,1573369033,345832087,京东为什么干不过淘宝？,3811,7288,121,1568367395
answer,15_1574824988.225,体重,911816782,2,0,0,632,1574812549,357801058,125斤，坚持跑步两年，很少吃米饭，只吃菜，一斤没有瘦，问题出在哪里？,8,10,0,1574727313
answer,16_1574824988.44,魏无羡,902977096,79,5,6,10894,1574286741,354705714,最先察觉魏无羡和蓝湛感情的人是谁？,67,91,0,1573131773
answer,17_1574824988.305,外企,877628371,588,175,69,215809,1572579853,299766610,在外企工作爽吗？,1114,13416,17,1540345895
answer,12_1574824989.368,情商,821911580,1852,145,518,48351,1568303117,344775822,王一博是情商低还是耿直？认真回答?,239,693,10,1567784937
answer,13_1574824989.70,银行工作,848204103,184,146,35,88576,1570428805,332016981,27岁，女，银行工作近5年，最近在纠结要不要辞职?,100,375,6,1561646272
answer,14_1574824989.981,婴儿,855530238,35,73,5,12547,1570942942,310167951,大家喂母乳有过什么体验？,720,2889,29,1548335109
answer,15_1574824989.213,魔道祖师（小说）,867950899,24,15,3,4978,1571882164,307664067,魏无羡和蓝忘机谁先爱上对方的?,134,561,0,1546340692
answer,16_1574824989.594,公务员,904221160,9,6,4,2707,1574344844,346579862,县委办，组织部如何选择?,17,22,0,1568781103
answer,12_1574824989.545,教育,907742715,1885,191,127,357973,1574574368,294965446,有哪些大学辅导员恶心的事情？,473,787,4,1537149985
answer,13_1574824989.262,网络表情,770262666,18248,175,4763,1183871,1564591361,328505785,你有哪些骚破天际的表情包？,1235,35798,8,1560052554
answer,14_1574824989.415,生活,912027747,1,0,0,346,1574821556,266668342,情侣太早同居会怎么样？,3364,16050,85,1517740919
answer,15_1574824989.290,蚂蚁借呗,897792573,27,25,3,37523,1573979360,277206344,支付宝借呗频繁借还款对征信有影响吗？,393,3307,15,1526341837
answer,16_1574824989.164,后宫·甄嬛传（电视剧）,886454112,3756,177,268,451928,1573185320,335556545,皇上为什么同意给安陵容封“鹂妃”，他难道没发现这是侮辱性的封号吗？,160,567,2,1563425227
answer,17_1574824989.446,身材,907593284,27,19,2,14273,1574567347,285321190,拥有一双大长腿是怎样的体验？,1177,21341,62,1531627391
answer,12_1574824990.721,CP（同人）,895755534,822,100,328,29943,1573825632,343462146,你为什么觉得博君一肖是真的？（什么事件或是细节让你这么觉得）?,223,797,0,1567093340
answer,13_1574824990.300,审计,862458655,50,26,12,13723,1571460687,309964493,刚毕业是去会计师事务所还是去企业好？,52,489,3,1548167417
answer,14_1574824990.689,滴滴出行,850014626,205,86,32,95240,1570544632,296360967,为什么滴滴宁可保护司机而不是用户？,64,86,7,1538061713
answer,15_1574824990.431,动画,881630059,910,100,84,166902,1572857298,354085970,如何评价动画版《博人传》穿越时空篇的剧情？,74,221,0,1572855462
answer,16_1574824990.793,法律,886772948,20665,2546,3116,721457,1573201570,343758856,是倾家荡产看病还是留着钱等死？,1819,5348,73,1567251329
answer,17_1574824990.16,X 中有哪些细思恐极的细节,898887620,35816,805,6458,1511348,1574051312,36508758,《家有儿女》有什么细思极恐的情节？,814,14411,37,1444842061
answer,12_1574824990.703,生活,830310794,1208,30,384,38048,1568987780,26483956,在英语学习过程中，有哪些书籍让你醍醐灌顶？,294,48448,6,1415146537
answer,13_1574824990.37,身体,870369592,4949,304,2376,571211,1572056837,327589919,每天擦身体乳有用吗？,120,1707,11,1559483164
answer,14_1574824990.468,公司,852971901,9059,659,456,1028536,1570759217,307136806,员工离职，报复公司导致公司倒闭是什么体验？,448,7772,28,1545888706
answer,15_1574824990.173,育儿,898113410,26,10,2,15925,1573995712,356244778,带孩子最让你崩溃的是什么？,17,16,0,1573958776
answer,16_1574824990.565,摄影,898433861,4495,269,292,224675,1574014716,50608844,有哪些不经意拍出的惊艳照片？,56399,127812,75,1473750116
